trial,log_loss,xgb_depth,xgb_lr,lgb_num_leaves,lgb_lr
301,0.360108691044704,3,0.2597174342139661,136,0.018500628065824223
302,0.3608962995313162,4,0.23543732187195915,144,0.025541131770795845
303,0.3600385079207355,3,0.28524508510246227,168,0.02316614620044073
304,0.3644994549969409,7,0.21979330835727215,154,0.020332517134057385
305,0.3610846214007389,3,0.26345912480843714,160,0.0226959956132758
306,0.371460265379367,3,0.2414704569861356,150,0.01881567850462329
307,0.3592014313255069,3,0.2864675173928325,196,0.021126449106123667
308,0.3593601469878392,3,0.2548794175184291,164,0.0242645926549881
309,0.3599997830821943,3,0.23688461648908155,175,0.017640815074463037
310,0.3608111872550737,3,0.27052293856076637,140,0.01976538727378233
311,0.35942033108852645,3,0.027711600392650852,190,0.021324797816457707
312,0.35922705466697064,3,0.29838442200400733,121,0.022099712785579775
313,0.359750393245423,3,0.22385037967196433,155,0.02647220972924339
314,0.35912442599142524,3,0.25241699133809864,145,0.019076246415844357
315,0.3590376682846425,3,0.2552290985601231,147,0.019371124476469704
316,0.3599388515803523,3,0.24851012793626312,145,0.01851406451726617
317,0.36100018097307035,3,0.2757741874601366,138,0.017196064741425876
318,0.3600592912636475,3,0.035037020022086474,148,0.20752218376194212
319,0.36766008248425275,3,0.2159377651444777,144,0.01979964626637174
320,0.3608577416914075,3,0.2501054601918923,131,0.01857999903010071
321,0.35974957439438077,3,0.23155002819913129,148,0.01939576460393378
322,0.35932928372963246,3,0.269810358653171,151,0.020143167181655163
323,0.35991152185343567,3,0.24948068950876262,143,0.0166316827343104
324,0.3603115768492667,4,0.28306173820099473,136,0.023402174970089774
325,0.36059101906634594,3,0.20547775383885114,157,0.018166642402210186
326,0.3596179452503314,3,0.23843764126900155,188,0.020586812179933175
327,0.36451351667715837,3,0.2995437626611897,154,0.02521291370844291
328,0.35974289158764833,3,0.26255072665743573,73,0.02187135249400618
329,0.3599216373966572,3,0.2246763630600193,149,0.020378714478742687
330,0.35979389208669016,3,0.25368385071604654,138,0.017738424696946368
331,0.3605855341784241,3,0.2728104145535429,143,0.023352184042682675
332,0.3596831120319221,3,0.23680410765990323,180,0.01913772234596473
333,0.3593373137093644,3,0.21000828808774477,158,0.021100561905610736
334,0.35970911128916105,3,0.26204697964012047,133,0.01627887997843297
335,0.35943997362278174,3,0.2857087980208188,150,0.02297538540909712
336,0.3595099868678256,3,0.21909709448203776,153,0.019217266188239882
337,0.36866998815983915,8,0.23638582848964862,170,0.024738818313640876
338,0.3593072680478825,3,0.2522674494952021,145,0.021420812746537562
339,0.3599080069117724,3,0.27571768995185036,141,0.017817129161044533
340,0.3597747432473822,3,0.22757514167644857,159,0.02704455635595519
341,0.3593864815938925,3,0.19875268384771078,203,0.02019095116014093
342,0.3589982613125211,3,0.24832352048264575,127,0.02249690244984781
343,0.36066863996536663,3,0.24544345380226645,164,0.024194531720029694
344,0.3590712131498028,3,0.21469876517295533,153,0.021900546400976544
345,0.3599691482556249,3,0.20499377781158762,152,0.023245683210045047
346,0.3591860087746037,3,0.2176686418778974,147,0.022617790066401102
347,0.35951844695730395,3,0.22545071101296615,157,0.026435028259216085
348,0.36089795997593704,4,0.19258715235469867,153,0.0218613988704867
349,0.3595337202284433,3,0.21052850115308228,159,0.025136860699841817
350,0.36103903571489243,3,0.23519978165278435,148,0.021780883070314765
351,0.36020894579014257,3,0.2424912574674354,140,0.023564804741631477
352,0.3598911117310811,3,0.21719281172266233,167,0.021199294646336107
353,0.3595647314036771,3,0.20165765777687134,174,0.024994468099762926
354,0.3595288939492534,3,0.25353756910650793,156,0.02069912304732328
355,0.3600784554176471,3,0.22522996746306273,162,0.022513148521851982
356,0.3607656913611162,3,0.24384656821069042,147,0.023437104349215327
357,0.3591694687330488,3,0.2596525937106687,153,0.02762549680469356
358,0.3598503915133984,3,0.23182151302814002,118,0.020028902225562972
359,0.35908287531024363,3,0.261337640264868,185,0.02167350879960604
360,0.35940780042361703,3,0.2642430280074577,182,0.022125566785831465
361,0.3607199729521622,3,0.2834575502179332,186,0.024606836155530342
362,0.37502113311129237,4,0.24827343484636014,184,0.020726325251460568
363,0.359836463372224,3,0.2612963060699015,176,0.022390542555666658
364,0.36098398783441726,3,0.2987635376002265,191,0.025857815235132496
365,0.35928708310604474,3,0.2174129559751593,170,0.019051782486591267
366,0.36000358738686594,3,0.2734729246108067,133,0.021193755955370874
367,0.3610220271726181,3,0.19772984390487458,140,0.023876448836356885
368,0.3596318066526284,3,0.23442313209391888,179,0.020209235233197897
369,0.3597456387319097,3,0.25515877267501635,144,0.02916461364646707
370,0.35971508732861956,3,0.270235158206048,151,0.018686703606518036
371,0.3595111456717269,3,0.24713109593980215,158,0.022333010974872756
372,0.3603109532927799,3,0.22710677641658947,162,0.02072542858357852
373,0.36028069160661275,3,0.211286905804657,136,0.023359131228146375
374,0.3597005375969043,3,0.27934376188611054,147,0.018092266821818647
375,0.3594145062755353,3,0.24351086407193243,125,0.019628850706137128
